"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Aulacoseira sp.",1884.9408,1042829.77888,450.6,2014-09-15,9,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1600,1054400,659,2016-08-15,8,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",78.5392,NA,490.9,2015-06-15,6,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",10833.3333333333,272133.333333333,25.12,2016-09-15,9,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1413.7056,1945945.52568,490.9,2015-05-15,5,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",56.8,14268.16,251.2,2019-05-14,5,2019,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",2950,1505237.5,510.25,2019-08-13,8,2019,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",200,200960,1004.8,2018-06-12,6,2018,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",250,62800,251.2,2018-08-14,8,2018,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",852,214022.4,251.2,2018-07-17,7,2018,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",2827.4112,1919903.71664,490.9,2016-05-15,5,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",300,219766,490.9,2015-09-15,9,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",500,NA,490.9,2015-08-16,8,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",6750,2781000,412,2019-09-17,9,2019,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",4650,1401696,301.44,2016-07-15,7,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1570.784,1100399.1168,463.4,2013-09-23,9,2013,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1178.088,NA,467.3,2014-10-15,10,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",549.7744,265762.28688,467.7,2014-06-16,6,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",12459.3548387097,5623841.29032258,451.375,2019-10-15,10,2019,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",12566.272,8504748.02224,467.7,2014-05-20,5,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1840,1848500.0096,490.9,2015-07-15,7,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",1120,518858,455.5,2014-07-14,7,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",660,NA,490.9,2015-10-14,10,2015,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",75,11304,150.72,2016-10-16,10,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",10995.488,7806844.4832,526.7,2014-08-14,8,2014,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",2473.16666666667,2813140.5225,1137.465,2020-05-12,5,2020,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",680.472,NA,535.2,2013-08-13,8,2013,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp.",628.3136,580870.00608,490.9,2016-06-15,6,2016,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #1",1600,643072,401.92,2017-06-13,6,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #1",892.571428571428,358742.308571429,401.92,2017-07-11,7,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #1",9450,2507368.5,265.33,2017-05-15,5,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #2",1700,486425.25,286.1325,2017-05-15,5,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #2",500,150720,301.44,2017-08-15,8,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. #2",300,101736,339.12,2017-06-13,6,2017,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. 1",524.047619047619,210614.738095238,401.9,2018-05-15,5,2018,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Aulacoseira sp. 2",997.380952380952,548060.833333333,549.5,2018-05-15,5,2018,"Aulacoseira","Aulacoseirales","Bacillariophyceae",NA,"NoClass"
"Botryococcus braunii",320,NA,NA,2009-08-23,8,2009,"Botryococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"Botryococcus braunii",240,NA,82.5,2015-09-15,9,2015,"Botryococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"centric diatom sp.",362.9184,NA,35.3,2012-10-24,10,2012,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",1570.784,NA,225.3,2015-08-16,8,2015,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",3141.568,NA,150.4,2015-05-15,5,2015,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",589.044,NA,110.3,2015-06-15,6,2015,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",6911.4496,2731717.04528,130.7,2013-05-05,5,2013,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",314.1568,NA,258,2014-09-15,9,2014,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",392.696,NA,150.4,2015-07-15,7,2015,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",314.1568,NA,278.3,2016-05-15,5,2016,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",1,NA,3006.6,2015-06-15,6,2015,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",226.824,NA,894.5,2013-08-13,8,2013,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",2670.3328,NA,387.1,2014-05-20,5,2014,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",3141.568,NA,396.1,2014-08-14,8,2014,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",6,NA,14927.3,2012-10-24,10,2012,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",4712.352,1611472.7304,123.7,2014-10-15,10,2014,NA,"unid","Dinophyceae",NA,"NoClass"
"centric diatom sp.",1570.784,NA,226.8,2013-09-23,9,2013,NA,"unid","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",0.8,28135.2373333333,35169.0466666667,2018-09-11,9,2018,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",10,266947,26694.7,2012-08-03,8,2012,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",15,195000,13000,2020-08-11,8,2020,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",94.6666666666667,3329336.41777778,35169.0466666667,2018-07-17,7,2018,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",113.6,2975297.6,26191,2019-07-16,7,2019,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",15,392865,26191,2020-09-15,9,2020,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium hirundinella",12,213183.6,17765.3,2020-07-14,7,2020,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"Ceratium sp.",20.2857142857143,771141.142857143,38014,2017-07-11,7,2017,"Ceratium","Gonyaulacales","Dinophyceae",NA,"NoClass"
"cf. Coenocystis sp.",16,NA,155,2015-06-15,6,2015,"Coenocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"cf. Coenocystis sp.",12,NA,294.5,2013-05-05,5,2013,"Coenocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"cf. Gymnodinium sp.",5,NA,NA,2009-08-23,8,2009,"Gymnodinium","Gymnodiniales","Dinophyceae",NA,"NoClass"
"cf. Sphaerospermopsis aphanizomenoides",2434.7152,NA,92.3,2015-05-15,5,2015,"Sphaerospermopsis","Cyanobacteriales","Cyanophyceae",1,"diaz"
"Chlamydomonas sp.",50,45216,904.32,2016-08-15,8,2016,"Chlamydomonas","Volvocales","Chlorophyceae",NA,"NoClass"
"Chlamydomonas sp.",340.236,NA,492.8,2013-08-13,8,2013,"Chlamydomonas","Volvocales","Chlorophyceae",NA,"NoClass"
"chlorophyte cell pair spp.",1256.6272,NA,10.3,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte cell pair spp.",1814.592,NA,8.2,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte cell pair, oval spp.",725.8368,NA,9.4,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte cell pair, sphere spp.",362.9184,NA,8.2,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",3141.568,NA,30.2,2014-10-15,10,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",157.0784,NA,220.9,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",7068.528,NA,6.7,2012-08-03,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1270.2144,NA,8.2,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",80,NA,11.5,2013-09-23,9,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",12723.3504,NA,8.2,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",314.1568,NA,8.2,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",42411.168,NA,5.2,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",9424.704,NA,6,2015-08-16,8,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",13609.44,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",2513.2544,NA,9.2,2014-06-16,6,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",16,NA,115.2,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",10887.552,NA,8,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",30,NA,572.2,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1570.784,NA,20.5,2014-08-14,8,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",392.696,NA,42.8,2012-08-03,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",120,NA,30.2,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1884.9408,NA,6.4,2014-09-15,9,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1963.48,NA,4.2,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",40,NA,205.3,2014-09-15,9,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",6675.832,NA,6.4,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1178.088,NA,8.2,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",942.4704,NA,12.5,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",785.392,NA,16.4,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",378.04,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",16331.328,NA,8.2,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1570.784,NA,19.4,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",72256.064,1093745.2576,9.7,2015-10-14,10,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",56.706,NA,122.1,2011-06-26,6,2011,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",18849.408,NA,8.2,2013-06-13,6,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",1256.6272,NA,8.2,2013-05-05,5,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",628.3136,NA,11.5,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",314.1568,NA,65.4,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte colony sp.",20,NA,659.6,2014-06-16,6,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte flagellate sp.",157.0784,NA,41.6,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte flagellate sp.",157.0784,NA,18.8,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte flagellate sp.",157.0784,NA,57.5,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte sp.",78.5392,NA,111.3,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte sp.",78.5392,NA,10.1,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte sp.",18145.92,NA,14.4,2012-08-28,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte sp.",628.3136,NA,16.1,2014-06-16,6,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte tetrad spp.",1256.6272,NA,1.8,2016-05-15,5,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",78.5392,NA,356.8,2014-06-16,6,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",78.5392,NA,147.1,2016-06-15,6,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",3141.568,NA,4.2,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",1570.784,NA,15.2,2015-10-14,10,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",392.696,1088712.2336,523.6,2014-08-14,8,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",157.0784,NA,421.2,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",157.0784,NA,19.4,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",392.696,NA,523.6,2015-09-15,9,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",2268.24,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",189.02,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell sp.",20,NA,904.8,2014-07-14,7,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",314.1568,NA,14.4,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1570.784,NA,12.4,2015-09-15,9,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",314.1568,NA,21.2,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",314.1568,NA,48.4,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1814.592,NA,13.5,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",4712.352,1545358.8704,48.4,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1134.12,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",392.696,NA,12.4,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1814.592,NA,13.8,2012-08-28,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",785.392,NA,3.9,2012-08-03,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1570.784,NA,13.8,2013-06-13,6,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",523.594666666667,NA,21.2,2016-06-15,6,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  2.5-5um spp.",1451.6736,NA,12.5,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp",392.696,NA,103,2014-08-14,8,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",392.696,NA,75.3,2013-09-23,9,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",157.0784,NA,79.5,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",392.696,NA,103,2014-10-15,10,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",314.1568,NA,103,2014-09-15,9,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",1570.784,NA,79.5,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",196.348,NA,79.5,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",785.392,NA,66.8,2012-08-03,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",314.1568,NA,20.5,2016-05-15,5,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, oval  5-7.5um spp.",942.4704,NA,49.4,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",1570.784,NA,44.6,2013-09-23,9,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",1570.784,NA,0.3,2014-08-14,8,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",725.8368,NA,20.6,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",314.1568,NA,9.7,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",6283.136,NA,8.2,2015-10-14,10,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",314.1568,NA,41.6,2014-06-16,6,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",4712.352,NA,8.2,2015-09-15,9,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",628.3136,NA,11.5,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",3141.568,NA,11.5,2014-10-15,10,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",907.296,NA,47.7,2013-08-13,8,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",785.392,NA,11.5,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",785.392,NA,57.9,2012-08-03,8,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",942.4704,NA,14.1,2016-05-15,5,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",4712.352,NA,11.5,2015-07-15,7,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",1701.18,NA,NA,2009-08-23,8,2009,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",942.4704,NA,17.2,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",3141.568,NA,10.3,2014-07-14,7,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  2.5-5um spp.",1099.5488,NA,1.6,2013-05-05,5,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp",392.696,NA,220.9,2014-08-14,8,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",392.696,NA,87.1,2013-09-23,9,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",196.348,NA,65.4,2015-06-15,6,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",7853.92,NA,73.6,2013-06-13,6,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",181.4592,NA,78,2012-10-24,10,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",1570.784,NA,130.9,2014-10-15,10,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",942.4704,NA,137.3,2014-05-20,5,2014,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",3141.568,655718.2368,87.1,2015-08-16,8,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",314.1568,NA,124.8,2012-06-13,6,2012,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",157.0784,NA,65.4,2015-05-15,5,2015,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",78.5392,NA,179.6,2016-05-15,5,2016,NA,"unid","Chlorophyceae",NA,"NoClass"
"chlorophyte unicell, sphere  5-7.5um spp.",1099.5488,507779.82104,113.1,2013-05-05,5,2013,NA,"unid","Chlorophyceae",NA,"NoClass"
"Chroococcus",34.1048034934498,7529.70114628821,220.78125,2019-06-11,6,2019,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus",458.064516129032,6472.45161290323,14.13,2018-09-11,9,2018,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus dispersus",15383.3333333333,515239.111111111,33.4933333333333,2020-09-15,9,2020,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus dispersus ",150,16956,113.04,2016-10-16,10,2016,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus limneticus",183.225806451613,263117.144086021,1436.02666666667,2019-10-15,10,2019,"Limnococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus limneticus",100,52333.3333333333,523.333333333333,2020-07-14,7,2020,"Limnococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus limneticus",350,183166.666666667,523.333333333333,2019-09-17,9,2019,"Limnococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus microscopicus",2931.61290322581,1534.21075268817,0.523333333333333,2019-10-15,10,2019,"Eucapsis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Chroococcus minutus",23.6666666666667,2675.28,113.04,2020-05-12,5,2020,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus minutus",555.555555555556,7850,14.13,2016-09-15,9,2016,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus minutus",324.571428571429,29725.3333333333,91.5833333333333,2017-07-11,7,2017,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",50,706.5,14.13,2020-06-16,6,2020,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",84.5238095238095,1194.32142857143,14.13,2018-05-15,5,2018,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",100,1413,14.13,2019-09-17,9,2019,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",600,20096,33.4933333333333,2020-07-14,7,2020,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",170.4,713.408,4.18666666666667,2019-05-14,5,2019,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",200,22608,113.04,2020-08-11,8,2020,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Chroococcus sp.",8,NA,191.4,2014-06-16,6,2014,"Chroococcus","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
